date,pit_id,target_tons,actual_tons,rainfall_mm,excavator_downtime_hrs,dumper_downtime_hrs,blasting_delay_mins
2025-03-28,Garividi_Pit_1,600,542,1.2,1.7,0.4,0
2025-03-28,Vizianagaram_Pit_2,550,426,1.0,2.9,2.0,0
2025-03-28,Sandur_Pit_1,750,653,8.3,1.2,0.5,15
2025-03-28,Ballari_Pit_2,650,499,0.2,3.7,0.3,15
2025-03-29,Bharveli_Pit_1,850,729,3.0,1.2,1.5,45
2025-03-29,Ukwa_Pit_2,600,455,0.2,0.4,0.5,90
2025-03-29,Tirodi_Pit_3,750,731,2.3,0.3,0.4,0
2025-03-29,Dongri_Buzurg_Pit_4,900,833,1.1,0.3,0.0,45
2025-03-29,Mansar_Pit_5,500,426,0.8,0.0,1.8,30
2025-03-29,Kandri_Pit_6,650,578,0.3,0.2,2.5,15
2025-03-29,Keonjhar_Pit_1,800,709,0.7,0.5,2.3,30
2025-03-29,Barbil_Pit_2,850,684,1.0,3.2,0.8,30
2025-03-29,Joda_Pit_3,700,564,4.8,0.1,4.4,30
2025-03-29,Garividi_Pit_1,600,480,3.1,0.2,2.6,45
2025-03-29,Vizianagaram_Pit_2,550,504,0.1,0.2,1.2,15
2025-03-29,Sandur_Pit_1,750,641,2.1,0.0,5.2,0
2025-03-29,Ballari_Pit_2,650,562,2.2,1.9,0.0,15
2025-03-30,Bharveli_Pit_1,850,784,1.2,0.8,0.1,15
2025-03-30,Ukwa_Pit_2,600,558,1.3,0.2,1.7,0
2025-03-30,Tirodi_Pit_3,750,633,4.1,1.0,0.3,60
2025-03-30,Dongri_Buzurg_Pit_4,900,800,2.0,0.3,2.6,30
2025-03-30,Mansar_Pit_5,500,390,7.7,0.8,1.0,30
2025-03-30,Kandri_Pit_6,650,581,1.6,0.1,0.9,45
2025-03-30,Keonjhar_Pit_1,800,784,3.9,0.1,0.2,0
2025-03-30,Barbil_Pit_2,850,778,2.0,0.5,2.5,0
2025-03-30,Joda_Pit_3,700,603,2.0,0.3,2.0,45
2025-03-30,Garividi_Pit_1,600,517,1.1,0.2,1.9,30
2025-03-30,Vizianagaram_Pit_2,550,397,0.2,0.8,2.7,60
2025-03-30,Sandur_Pit_1,750,671,1.5,0.6,3.0,0
2025-03-30,Ballari_Pit_2,650,550,1.3,0.7,3.0,30
2025-03-31,Bharveli_Pit_1,850,782,1.4,0.9,0.4,30
2025-03-31,Ukwa_Pit_2,600,580,1.3,0.4,0.2,0
2025-03-31,Tirodi_Pit_3,750,713,0.4,0.7,0.6,0
2025-03-31,Dongri_Buzurg_Pit_4,900,840,0.8,0.9,1.3,0
2025-03-31,Mansar_Pit_5,500,480,0.9,0.3,0.4,0
2025-03-31,Kandri_Pit_6,650,579,2.9,0.3,2.0,0
2025-03-31,Keonjhar_Pit_1,800,729,0.8,0.9,0.4,30
2025-03-31,Barbil_Pit_2,850,708,0.1,2.1,0.4,45
2025-03-31,Joda_Pit_3,700,619,0.8,2.6,0.2,0
2025-03-31,Garividi_Pit_1,600,515,1.4,0.1,0.3,60
2025-03-31,Vizianagaram_Pit_2,550,454,5.1,0.9,0.5,30
2025-03-31,Sandur_Pit_1,750,549,2.2,5.0,0.5,15
2025-03-31,Ballari_Pit_2,650,620,1.4,0.4,0.3,0
2025-04-01,Bharveli_Pit_1,850,767,0.9,1.6,1.2,0
2025-04-01,Ukwa_Pit_2,600,518,2.0,1.8,1.0,0
2025-04-01,Tirodi_Pit_3,750,659,0.2,2.3,2.4,0
2025-04-01,Dongri_Buzurg_Pit_4,900,721,2.0,3.2,1.4,15
2025-04-01,Mansar_Pit_5,500,482,0.1,0.1,0.3,0
2025-04-01,Kandri_Pit_6,650,570,0.3,2.0,0.3,0
2025-04-01,Keonjhar_Pit_1,800,771,0.6,0.5,0.5,0
2025-04-01,Barbil_Pit_2,850,824,0.1,0.2,0.1,15
2025-04-01,Joda_Pit_3,700,610,0.1,2.0,1.1,15
2025-04-01,Garividi_Pit_1,600,558,0.4,0.4,1.4,0
2025-04-01,Vizianagaram_Pit_2,550,395,0.2,3.9,0.0,30
2025-04-01,Sandur_Pit_1,750,681,0.3,0.2,1.9,15
2025-04-01,Ballari_Pit_2,650,502,3.1,3.0,1.9,0
2025-04-02,Bharveli_Pit_1,850,815,0.5,0.1,1.9,0
2025-04-02,Ukwa_Pit_2,600,475,5.1,1.2,0.2,60
2025-04-02,Tirodi_Pit_3,750,735,1.0,0.1,1.1,0
2025-04-02,Dongri_Buzurg_Pit_4,900,805,1.0,0.5,2.4,30
2025-04-02,Mansar_Pit_5,500,418,0.9,0.2,2.6,30
2025-04-02,Kandri_Pit_6,650,616,0.4,0.5,0.2,15
2025-04-02,Keonjhar_Pit_1,800,670,1.7,2.7,1.3,0
2025-04-02,Barbil_Pit_2,850,717,1.0,2.0,1.7,15
2025-04-02,Joda_Pit_3,700,613,2.8,1.0,0.3,30
2025-04-02,Garividi_Pit_1,600,558,2.5,0.1,1.0,0
2025-04-02,Vizianagaram_Pit_2,550,474,1.9,1.2,2.9,0
2025-04-02,Sandur_Pit_1,750,604,0.3,2.1,0.3,60
2025-04-02,Ballari_Pit_2,650,575,8.0,0.1,0.6,15
2025-04-03,Bharveli_Pit_1,850,716,0.9,2.9,0.1,15
2025-04-03,Ukwa_Pit_2,600,517,0.6,0.5,3.0,0
2025-04-03,Tirodi_Pit_3,750,627,3.5,0.9,2.3,30
2025-04-03,Dongri_Buzurg_Pit_4,900,782,4.0,0.6,5.4,0
2025-04-03,Mansar_Pit_5,500,403,0.3,0.5,4.8,0
2025-04-03,Kandri_Pit_6,650,586,2.6,0.4,2.4,0
2025-04-03,Keonjhar_Pit_1,800,741,1.3,1.7,0.8,0
2025-04-03,Barbil_Pit_2,850,770,1.5,1.8,0.7,15
2025-04-03,Joda_Pit_3,700,595,2.2,0.3,0.5,60
2025-04-03,Garividi_Pit_1,600,531,2.1,0.0,1.5,15
2025-04-03,Vizianagaram_Pit_2,550,527,1.6,0.5,0.1,0
2025-04-03,Sandur_Pit_1,750,698,1.3,0.1,0.1,30
2025-04-03,Ballari_Pit_2,650,580,1.5,0.8,0.4,30
2025-04-04,Bharveli_Pit_1,850,810,1.2,0.4,0.5,15
2025-04-04,Ukwa_Pit_2,600,499,2.1,1.9,0.9,0
2025-04-04,Tirodi_Pit_3,750,697,0.0,0.8,0.1,15
2025-04-04,Dongri_Buzurg_Pit_4,900,736,5.1,3.8,1.2,0
2025-04-04,Mansar_Pit_5,500,466,0.1,0.7,0.4,0
2025-04-04,Kandri_Pit_6,650,588,1.2,1.0,0.7,0
2025-04-04,Keonjhar_Pit_1,800,642,2.2,0.5,4.4,45
2025-04-04,Barbil_Pit_2,850,765,0.5,0.0,2.2,30
2025-04-04,Joda_Pit_3,700,630,0.1,0.3,1.0,15
2025-04-04,Garividi_Pit_1,600,521,1.6,1.5,0.5,15
2025-04-04,Vizianagaram_Pit_2,550,371,2.8,1.3,7.5,0
2025-04-04,Sandur_Pit_1,750,654,1.4,0.4,0.9,45
2025-04-04,Ballari_Pit_2,650,515,0.5,2.3,0.1,45
2025-04-05,Bharveli_Pit_1,850,744,0.8,0.4,1.1,60
2025-04-05,Ukwa_Pit_2,600,563,3.9,0.6,0.4,0
2025-04-05,Tirodi_Pit_3,750,601,1.0,2.7,2.3,15
2025-04-05,Dongri_Buzurg_Pit_4,900,871,0.1,0.3,0.9,0
2025-04-05,Mansar_Pit_5,500,397,5.9,1.6,0.5,15
2025-04-05,Kandri_Pit_6,650,546,4.3,0.8,2.4,15
2025-04-05,Keonjhar_Pit_1,800,760,1.6,0.1,0.2,15
2025-04-05,Barbil_Pit_2,850,758,6.9,0.7,0.1,15
2025-04-05,Joda_Pit_3,700,482,3.7,6.3,0.9,0
2025-04-05,Garividi_Pit_1,600,540,0.1,0.5,0.5,15
2025-04-05,Vizianagaram_Pit_2,550,477,5.9,0.3,2.7,0
2025-04-05,Sandur_Pit_1,750,611,5.4,1.6,1.7,30
2025-04-05,Ballari_Pit_2,650,441,2.1,3.8,2.0,45
2025-04-06,Bharveli_Pit_1,850,815,1.5,0.1,1.4,0
2025-04-06,Ukwa_Pit_2,600,589,1.9,0.0,0.3,0
2025-04-06,Tirodi_Pit_3,750,669,1.1,1.4,1.5,0
2025-04-06,Dongri_Buzurg_Pit_4,900,792,1.1,0.3,5.4,0
2025-04-06,Mansar_Pit_5,500,437,0.5,1.7,0.4,0
2025-04-06,Kandri_Pit_6,650,606,1.3,0.0,0.1,30
2025-04-06,Keonjhar_Pit_1,800,705,3.9,1.3,0.1,30
2025-04-06,Barbil_Pit_2,850,754,3.7,1.8,1.1,0
2025-04-06,Joda_Pit_3,700,649,7.9,0.2,0.4,0
2025-04-06,Garividi_Pit_1,600,462,3.1,0.2,0.1,90
2025-04-06,Vizianagaram_Pit_2,550,389,1.6,2.6,4.2,0
2025-04-06,Sandur_Pit_1,750,630,0.2,0.3,1.8,45
2025-04-06,Ballari_Pit_2,650,500,0.4,1.8,5.5,0
2025-04-07,Bharveli_Pit_1,850,802,1.4,0.1,1.3,15
2025-04-07,Ukwa_Pit_2,600,557,0.8,0.8,1.4,0
2025-04-07,Tirodi_Pit_3,750,689,2.9,1.4,0.7,0
2025-04-07,Dongri_Buzurg_Pit_4,900,876,0.4,0.9,0.3,0
2025-04-07,Mansar_Pit_5,500,449,2.4,0.9,0.8,0
2025-04-07,Kandri_Pit_6,650,538,0.2,2.3,0.1,30
2025-04-07,Keonjhar_Pit_1,800,744,5.1,0.3,0.7,15
2025-04-07,Barbil_Pit_2,850,802,2.2,0.6,1.0,0
2025-04-07,Joda_Pit_3,700,616,0.4,1.7,1.0,0
2025-04-07,Garividi_Pit_1,600,580,2.8,0.3,0.2,0
2025-04-07,Vizianagaram_Pit_2,550,447,5.1,1.0,1.2,15
2025-04-07,Sandur_Pit_1,750,725,1.5,0.1,0.2,15
2025-04-07,Ballari_Pit_2,650,518,5.5,0.4,3.3,30
2025-04-08,Bharveli_Pit_1,850,782,0.4,0.5,1.1,30
2025-04-08,Ukwa_Pit_2,600,547,0.2,0.6,1.1,15
2025-04-08,Tirodi_Pit_3,750,650,3.3,1.3,1.3,15
2025-04-08,Dongri_Buzurg_Pit_4,900,853,1.1,0.2,1.8,15
2025-04-08,Mansar_Pit_5,500,436,4.7,1.0,0.1,0
2025-04-08,Kandri_Pit_6,650,517,2.8,1.7,1.1,45
2025-04-08,Keonjhar_Pit_1,800,630,4.6,2.5,1.9,45
2025-04-08,Barbil_Pit_2,850,773,0.2,2.2,0.6,0
2025-04-08,Joda_Pit_3,700,696,0.6,0.4,0.2,0
2025-04-08,Garividi_Pit_1,600,523,1.7,0.6,0.7,30
2025-04-08,Vizianagaram_Pit_2,550,489,0.8,1.5,0.3,0
2025-04-08,Sandur_Pit_1,750,694,0.8,1.8,0.5,0
2025-04-08,Ballari_Pit_2,650,580,1.6,0.8,1.7,0
2025-04-09,Bharveli_Pit_1,850,803,4.0,0.4,1.9,0
2025-04-09,Ukwa_Pit_2,600,558,1.6,0.1,2.5,0
2025-04-09,Tirodi_Pit_3,750,636,2.3,1.8,1.3,30
2025-04-09,Dongri_Buzurg_Pit_4,900,800,3.3,0.4,1.4,30
2025-04-09,Mansar_Pit_5,500,429,1.0,0.4,1.0,30
2025-04-09,Kandri_Pit_6,650,547,2.2,2.6,0.2,0
2025-04-09,Keonjhar_Pit_1,800,675,2.5,1.9,3.1,0
2025-04-09,Barbil_Pit_2,850,801,0.5,0.4,2.4,0
2025-04-09,Joda_Pit_3,700,647,3.5,0.6,1.5,0
2025-04-09,Garividi_Pit_1,600,502,6.5,1.8,1.0,0
2025-04-09,Vizianagaram_Pit_2,550,479,5.4,0.5,0.3,15
2025-04-09,Sandur_Pit_1,750,528,1.3,5.7,1.8,0
2025-04-09,Ballari_Pit_2,650,572,9.9,0.6,0.5,15
2025-04-10,Bharveli_Pit_1,850,760,0.0,0.7,2.9,15
2025-04-10,Ukwa_Pit_2,600,529,14.3,0.4,0.5,0
2025-04-10,Tirodi_Pit_3,750,557,3.1,2.6,5.9,0
2025-04-10,Dongri_Buzurg_Pit_4,900,824,4.3,0.4,0.2,45
2025-04-10,Mansar_Pit_5,500,441,1.1,0.4,2.1,0
2025-04-10,Kandri_Pit_6,650,620,9.1,0.1,0.7,0
2025-04-10,Keonjhar_Pit_1,800,599,2.6,2.3,4.5,30
2025-04-10,Barbil_Pit_2,850,773,3.8,0.9,2.8,0
2025-04-10,Joda_Pit_3,700,598,1.3,0.4,5.2,0
2025-04-10,Garividi_Pit_1,600,574,0.2,0.8,0.1,0
2025-04-10,Vizianagaram_Pit_2,550,464,1.1,1.8,2.2,0
2025-04-10,Sandur_Pit_1,750,702,0.8,0.4,2.4,0
2025-04-10,Ballari_Pit_2,650,461,0.5,3.0,3.1,30
2025-04-11,Bharveli_Pit_1,850,635,1.3,0.8,5.9,60
2025-04-11,Ukwa_Pit_2,600,562,0.4,0.3,1.8,0
2025-04-11,Tirodi_Pit_3,750,639,5.4,0.1,1.1,45
2025-04-11,Dongri_Buzurg_Pit_4,900,722,0.3,3.8,3.9,0
2025-04-11,Mansar_Pit_5,500,441,0.3,0.1,3.8,0
2025-04-11,Kandri_Pit_6,650,583,1.8,0.1,0.4,60
2025-04-11,Keonjhar_Pit_1,800,741,4.8,1.7,0.0,0
2025-04-11,Barbil_Pit_2,850,733,4.8,1.1,0.1,45
2025-04-11,Joda_Pit_3,700,663,6.3,0.1,1.2,0
2025-04-11,Garividi_Pit_1,600,466,1.7,3.5,1.1,0
2025-04-11,Vizianagaram_Pit_2,550,476,1.9,0.5,3.1,0
2025-04-11,Sandur_Pit_1,750,693,2.9,0.3,2.3,0
2025-04-11,Ballari_Pit_2,650,475,0.8,0.7,4.6,60
2025-04-12,Bharveli_Pit_1,850,763,0.3,0.8,1.0,45
2025-04-12,Ukwa_Pit_2,600,498,5.3,0.5,1.1,45
2025-04-12,Tirodi_Pit_3,750,740,0.5,0.2,0.1,15
2025-04-12,Dongri_Buzurg_Pit_4,900,852,0.6,0.1,0.4,30
2025-04-12,Mansar_Pit_5,500,342,1.1,4.2,0.4,0
2025-04-12,Kandri_Pit_6,650,586,0.7,0.2,0.8,45
2025-04-12,Keonjhar_Pit_1,800,733,5.4,0.1,0.4,15
2025-04-12,Barbil_Pit_2,850,801,1.9,0.0,0.8,15
2025-04-12,Joda_Pit_3,700,664,0.8,0.1,0.9,0
2025-04-12,Garividi_Pit_1,600,528,5.9,0.7,0.6,30
2025-04-12,Vizianagaram_Pit_2,550,435,3.3,2.2,1.8,0
2025-04-12,Sandur_Pit_1,750,690,1.7,1.6,0.2,0
2025-04-12,Ballari_Pit_2,650,580,1.2,0.0,2.7,0
2025-04-13,Bharveli_Pit_1,850,723,1.6,1.2,1.9,60
2025-04-13,Ukwa_Pit_2,600,523,6.1,1.1,0.6,0
2025-04-13,Tirodi_Pit_3,750,685,3.7,0.5,1.7,0
2025-04-13,Dongri_Buzurg_Pit_4,900,870,0.1,0.6,1.3,0
2025-04-13,Mansar_Pit_5,500,384,2.8,1.9,2.4,0
2025-04-13,Kandri_Pit_6,650,525,5.5,2.0,3.0,0
2025-04-13,Keonjhar_Pit_1,800,770,1.1,0.7,0.3,0
2025-04-13,Barbil_Pit_2,850,713,5.3,1.0,1.8,45
2025-04-13,Joda_Pit_3,700,655,0.8,1.1,0.1,0
2025-04-13,Garividi_Pit_1,600,553,0.9,0.5,1.2,0
2025-04-13,Vizianagaram_Pit_2,550,502,0.6,0.3,0.5,30
2025-04-13,Sandur_Pit_1,750,673,1.4,2.2,0.4,0
2025-04-13,Ballari_Pit_2,650,541,0.9,1.5,1.3,30
2025-04-14,Bharveli_Pit_1,850,663,0.1,4.6,0.8,0
2025-04-14,Ukwa_Pit_2,600,523,2.2,0.4,1.4,15
2025-04-14,Tirodi_Pit_3,750,688,0.6,0.7,1.2,15
2025-04-14,Dongri_Buzurg_Pit_4,900,840,3.1,0.6,1.7,0
2025-04-14,Mansar_Pit_5,500,477,2.6,0.0,0.4,0
2025-04-14,Kandri_Pit_6,650,541,4.2,0.8,4.3,0
2025-04-14,Keonjhar_Pit_1,800,658,3.2,0.3,3.7,45
2025-04-14,Barbil_Pit_2,850,732,5.7,0.8,1.8,30
2025-04-14,Joda_Pit_3,700,679,0.1,0.8,0.3,0
2025-04-14,Garividi_Pit_1,600,562,0.9,0.6,1.6,0
2025-04-14,Vizianagaram_Pit_2,550,449,1.7,1.1,1.3,30
2025-04-14,Sandur_Pit_1,750,668,0.8,1.6,0.9,0
2025-04-14,Ballari_Pit_2,650,571,0.7,0.1,0.2,45
2025-04-15,Bharveli_Pit_1,850,803,2.3,0.1,0.7,15
2025-04-15,Ukwa_Pit_2,600,487,0.0,0.2,5.1,15
2025-04-15,Tirodi_Pit_3,750,747,0.6,0.1,0.0,0
2025-04-15,Dongri_Buzurg_Pit_4,900,777,2.5,2.8,0.8,0
2025-04-15,Mansar_Pit_5,500,358,1.5,2.6,2.6,0
2025-04-15,Kandri_Pit_6,650,535,4.8,0.1,1.2,45
2025-04-15,Keonjhar_Pit_1,800,768,1.1,0.7,0.1,0
2025-04-15,Barbil_Pit_2,850,794,0.7,0.7,1.8,0
2025-04-15,Joda_Pit_3,700,580,1.3,1.5,3.2,15
2025-04-15,Garividi_Pit_1,600,525,5.8,0.2,2.4,0
2025-04-15,Vizianagaram_Pit_2,550,424,5.4,1.4,2.2,0
2025-04-15,Sandur_Pit_1,750,598,2.9,0.1,5.2,45
2025-04-15,Ballari_Pit_2,650,558,0.6,1.9,1.2,0
2025-04-16,Bharveli_Pit_1,850,792,2.6,0.6,1.6,15
2025-04-16,Ukwa_Pit_2,600,540,2.5,0.1,3.1,0
2025-04-16,Tirodi_Pit_3,750,626,1.3,2.4,0.8,30
2025-04-16,Dongri_Buzurg_Pit_4,900,702,0.2,0.7,7.7,30
2025-04-16,Mansar_Pit_5,500,414,0.5,0.6,2.4,30
2025-04-16,Kandri_Pit_6,650,508,0.5,2.8,1.4,0
2025-04-16,Keonjhar_Pit_1,800,751,1.6,0.7,1.1,0
2025-04-16,Barbil_Pit_2,850,778,3.4,0.9,0.2,30
2025-04-16,Joda_Pit_3,700,617,1.5,0.1,4.3,0
2025-04-16,Garividi_Pit_1,600,541,0.6,0.6,0.8,30
2025-04-16,Vizianagaram_Pit_2,550,500,0.6,0.8,0.3,15
2025-04-16,Sandur_Pit_1,750,570,1.7,1.4,4.4,45
2025-04-16,Ballari_Pit_2,650,460,4.5,3.9,3.1,0
2025-04-17,Bharveli_Pit_1,850,808,5.9,0.6,0.0,0
2025-04-17,Ukwa_Pit_2,600,500,0.8,0.7,1.5,45
2025-04-17,Tirodi_Pit_3,750,619,2.2,0.6,2.7,45
2025-04-17,Dongri_Buzurg_Pit_4,900,818,0.7,0.1,1.8,45
2025-04-17,Mansar_Pit_5,500,327,0.4,1.8,3.1,45
2025-04-17,Kandri_Pit_6,650,619,0.8,0.9,0.1,0
2025-04-17,Keonjhar_Pit_1,800,767,2.5,0.6,0.5,0
2025-04-17,Barbil_Pit_2,850,758,1.3,0.5,0.6,60
2025-04-17,Joda_Pit_3,700,628,2.1,0.0,0.9,45
2025-04-17,Garividi_Pit_1,600,535,2.8,1.0,1.4,0
2025-04-17,Vizianagaram_Pit_2,550,506,0.3,1.1,0.4,15
2025-04-17,Sandur_Pit_1,750,622,5.9,2.0,2.1,0
2025-04-17,Ballari_Pit_2,650,550,0.2,0.7,0.3,60
2025-04-18,Bharveli_Pit_1,850,820,0.9,1.1,0.2,0
2025-04-18,Ukwa_Pit_2,600,470,0.6,2.4,0.1,45
2025-04-18,Tirodi_Pit_3,750,613,3.1,0.0,5.5,15
2025-04-18,Dongri_Buzurg_Pit_4,900,770,0.7,0.5,0.1,90
2025-04-18,Mansar_Pit_5,500,366,1.2,3.3,0.5,15
2025-04-18,Kandri_Pit_6,650,595,1.3,1.3,0.1,0
2025-04-18,Keonjhar_Pit_1,800,717,0.4,0.9,0.4,45
2025-04-18,Barbil_Pit_2,850,786,5.7,0.8,0.7,0
2025-04-18,Joda_Pit_3,700,604,5.8,0.6,1.9,0
2025-04-18,Garividi_Pit_1,600,564,1.4,0.3,1.0,0
2025-04-18,Vizianagaram_Pit_2,550,508,0.8,0.0,1.1,15
2025-04-18,Sandur_Pit_1,750,502,0.4,1.6,6.7,60
2025-04-18,Ballari_Pit_2,650,563,2.4,0.7,1.2,30
2025-04-19,Bharveli_Pit_1,850,780,1.3,0.5,1.1,15
2025-04-19,Ukwa_Pit_2,600,549,0.2,1.0,0.2,0
2025-04-19,Tirodi_Pit_3,750,712,1.5,0.6,1.4,0
2025-04-19,Dongri_Buzurg_Pit_4,900,807,8.7,0.9,1.9,0
2025-04-19,Mansar_Pit_5,500,360,0.2,4.1,0.5,0
2025-04-19,Kandri_Pit_6,650,603,3.3,0.8,0.5,0
2025-04-19,Keonjhar_Pit_1,800,682,0.4,2.5,1.9,0
2025-04-19,Barbil_Pit_2,850,816,1.7,0.6,0.7,0
2025-04-19,Joda_Pit_3,700,558,2.2,3.9,0.3,15
2025-04-19,Garividi_Pit_1,600,520,0.6,1.9,1.1,15
2025-04-19,Vizianagaram_Pit_2,550,497,0.7,0.2,0.1,30
2025-04-19,Sandur_Pit_1,750,719,1.0,0.6,1.0,0
2025-04-19,Ballari_Pit_2,650,591,0.2,0.4,1.7,15
2025-04-20,Bharveli_Pit_1,850,803,0.4,0.3,0.0,45
2025-04-20,Ukwa_Pit_2,600,586,0.5,0.3,0.5,0
2025-04-20,Tirodi_Pit_3,750,663,0.3,1.1,0.7,30
2025-04-20,Dongri_Buzurg_Pit_4,900,878,1.6,0.3,1.7,0
2025-04-20,Mansar_Pit_5,500,284,0.6,1.0,3.3,90
2025-04-20,Kandri_Pit_6,650,639,1.9,0.6,0.4,0
2025-04-20,Keonjhar_Pit_1,800,756,4.9,0.5,0.7,0
2025-04-20,Barbil_Pit_2,850,771,3.6,1.2,1.5,0
2025-04-20,Joda_Pit_3,700,627,1.0,0.8,1.8,0
2025-04-20,Garividi_Pit_1,600,551,4.1,0.7,0.7,0
2025-04-20,Vizianagaram_Pit_2,550,449,1.0,1.2,0.9,60
2025-04-20,Sandur_Pit_1,750,674,1.8,1.8,0.2,0
2025-04-20,Ballari_Pit_2,650,595,3.9,0.1,0.1,45
2025-04-21,Bharveli_Pit_1,850,744,0.5,1.2,1.3,30
2025-04-21,Ukwa_Pit_2,600,483,1.1,0.4,1.5,60
2025-04-21,Tirodi_Pit_3,750,536,3.6,5.9,0.0,0
2025-04-21,Dongri_Buzurg_Pit_4,900,839,0.7,0.3,2.5,0
2025-04-21,Mansar_Pit_5,500,399,0.9,0.8,1.3,30
2025-04-21,Kandri_Pit_6,650,601,1.8,0.9,1.6,0
2025-04-21,Keonjhar_Pit_1,800,766,0.2,0.1,0.4,15
2025-04-21,Barbil_Pit_2,850,799,3.1,0.5,0.8,0
2025-04-21,Joda_Pit_3,700,569,0.4,0.1,1.4,90
2025-04-21,Garividi_Pit_1,600,452,3.5,1.3,4.7,0
2025-04-21,Vizianagaram_Pit_2,550,490,2.2,0.7,1.6,0
2025-04-21,Sandur_Pit_1,750,645,1.5,1.8,2.1,15
2025-04-21,Ballari_Pit_2,650,524,0.2,1.4,1.1,45
2025-04-22,Bharveli_Pit_1,850,822,0.3,1.5,0.0,0
2025-04-22,Ukwa_Pit_2,600,451,1.7,1.4,4.0,30
2025-04-22,Tirodi_Pit_3,750,691,0.0,0.1,1.2,15
2025-04-22,Dongri_Buzurg_Pit_4,900,825,1.1,1.4,1.2,0
2025-04-22,Mansar_Pit_5,500,302,2.6,2.5,0.2,90
2025-04-22,Kandri_Pit_6,650,487,0.5,0.0,9.5,0
2025-04-22,Keonjhar_Pit_1,800,676,1.7,2.6,0.6,15
2025-04-22,Barbil_Pit_2,850,810,0.4,1.1,0.7,0
2025-04-22,Joda_Pit_3,700,660,4.6,0.6,0.5,0
2025-04-22,Garividi_Pit_1,600,444,0.8,1.5,5.7,0
2025-04-22,Vizianagaram_Pit_2,550,457,0.3,1.3,1.2,15
2025-04-22,Sandur_Pit_1,750,587,4.4,0.6,3.7,30
2025-04-22,Ballari_Pit_2,650,473,0.8,4.5,1.8,0
2025-04-23,Bharveli_Pit_1,850,830,0.8,1.1,0.1,0
2025-04-23,Ukwa_Pit_2,600,568,1.2,0.3,0.3,15
2025-04-23,Tirodi_Pit_3,750,701,1.4,0.2,0.6,15
2025-04-23,Dongri_Buzurg_Pit_4,900,808,2.5,1.2,1.0,15
2025-04-23,Mansar_Pit_5,500,417,0.1,1.1,2.4,15
2025-04-23,Kandri_Pit_6,650,550,2.1,1.3,3.3,0
2025-04-23,Keonjhar_Pit_1,800,655,2.9,0.9,3.4,15
2025-04-23,Barbil_Pit_2,850,713,2.8,3.7,0.1,0
2025-04-23,Joda_Pit_3,700,625,5.5,0.8,1.5,0
2025-04-23,Garividi_Pit_1,600,532,2.8,0.4,0.6,30
2025-04-23,Vizianagaram_Pit_2,550,447,0.2,2.3,0.5,15
2025-04-23,Sandur_Pit_1,750,687,1.1,1.3,0.7,0
2025-04-23,Ballari_Pit_2,650,513,11.4,1.5,1.7,0
2025-04-24,Bharveli_Pit_1,850,775,1.5,2.0,0.1,0
2025-04-24,Ukwa_Pit_2,600,499,0.5,0.7,0.1,60
2025-04-24,Tirodi_Pit_3,750,616,1.6,2.9,0.0,30
2025-04-24,Dongri_Buzurg_Pit_4,900,871,4.7,0.2,0.2,0
2025-04-24,Mansar_Pit_5,500,445,1.5,0.2,0.0,30
2025-04-24,Kandri_Pit_6,650,550,0.2,1.1,3.9,0
2025-04-24,Keonjhar_Pit_1,800,746,1.9,0.2,2.1,0
2025-04-24,Barbil_Pit_2,850,762,1.2,1.0,0.3,30
2025-04-24,Joda_Pit_3,700,666,0.3,1.3,0.2,0
2025-04-24,Garividi_Pit_1,600,488,0.6,1.5,0.5,45
2025-04-24,Vizianagaram_Pit_2,550,488,1.9,0.1,0.8,30
2025-04-24,Sandur_Pit_1,750,694,2.2,1.1,0.5,0
2025-04-24,Ballari_Pit_2,650,596,1.4,1.4,0.5,0
2025-04-25,Bharveli_Pit_1,850,798,0.8,0.0,0.7,30
2025-04-25,Ukwa_Pit_2,600,525,1.2,0.0,3.4,0
2025-04-25,Tirodi_Pit_3,750,638,5.8,0.7,0.7,45
2025-04-25,Dongri_Buzurg_Pit_4,900,854,1.6,0.3,0.9,15
2025-04-25,Mansar_Pit_5,500,419,2.6,0.0,4.4,0
2025-04-25,Kandri_Pit_6,650,531,0.1,0.1,6.9,0
2025-04-25,Keonjhar_Pit_1,800,708,0.2,0.1,2.0,45
2025-04-25,Barbil_Pit_2,850,751,0.5,0.8,0.5,60
2025-04-25,Joda_Pit_3,700,625,4.7,0.9,0.7,0
2025-04-25,Garividi_Pit_1,600,452,1.2,2.1,4.6,0
2025-04-25,Vizianagaram_Pit_2,550,530,1.6,0.1,0.4,0
2025-04-25,Sandur_Pit_1,750,684,0.3,0.7,1.5,15
2025-04-25,Ballari_Pit_2,650,553,1.0,2.2,1.3,0
2025-04-26,Bharveli_Pit_1,850,760,3.4,1.0,2.9,0
2025-04-26,Ukwa_Pit_2,600,577,0.3,0.0,0.6,15
2025-04-26,Tirodi_Pit_3,750,702,1.4,0.6,0.8,0
2025-04-26,Dongri_Buzurg_Pit_4,900,896,0.3,0.2,0.1,0
2025-04-26,Mansar_Pit_5,500,455,0.9,0.0,2.9,0
2025-04-26,Kandri_Pit_6,650,524,5.6,2.4,1.2,15
2025-04-26,Keonjhar_Pit_1,800,771,2.1,0.1,0.1,0
2025-04-26,Barbil_Pit_2,850,732,1.6,2.4,0.2,30
